Order ID,Product Name,Category,Sales,Quantity,Profit
CA-2014-162775,Brown Kraft Recycled Envelopes,Office Supplies,50.94,3,25.47
CA-2014-162775,Plantronics S12 Corded Telephone Headset System,Technology,646.74,6,258.696
CA-2014-162775,3-ring staple pack,Office Supplies,5.64,3,2.7072
CA-2014-162775,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,572.58,6,34.3548
CA-2014-106810,Electrix Halogen Magnifier Lamp,Furniture,310.88,2,23.316
CA-2016-157245,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,641.96,2,179.7488
CA-2017-104220,Cardinal EasyOpen D-Ring Binders,Office Supplies,18.28,2,9.14
CA-2017-104220,AT&T 841000 Phone,Technology,207,3,51.75
CA-2017-104220,GBC Instant Report Kit,Office Supplies,32.35,5,16.175
CA-2017-104220,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,7.71,1,3.4695
CA-2017-104220,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,40.3,2,10.881
CA-2017-104220,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,34.58,7,14.5236
CA-2014-165974,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,32.76,7,3.6855
CA-2015-144267,Hon GuestStacker Chair,Furniture,544.008,3,40.8006
CA-2015-144267,Xerox 191,Office Supplies,59.94,3,28.1718
CA-2015-144267,Xerox 1974,Office Supplies,23.92,4,11.7208
CA-2015-144267,Xerox 1927,Office Supplies,4.28,1,1.926
US-2015-157014,Acco D-Ring Binder w/DublLock,Office Supplies,32.07,5,-22.449
US-2015-157014,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,24,2,-2.7
US-2015-157014,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,35.49,1,-15.6156
US-2015-157014,Microsoft Natural Ergonomic Keyboard 4000,Technology,47.984,2,0.5998
CA-2015-154921,Cameo Buff Policy Envelopes,Office Supplies,186.69,3,87.7443
CA-2017-129567,Heavy-Duty E-Z-D Binders,Office Supplies,17.456,2,5.8914
CA-2015-154620,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,348.928,2,34.8928
CA-2015-115938,GBC VeloBinder Manual Binding System,Office Supplies,143.96,4,69.1008
CA-2015-115938,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,15.42,1,4.1634
CA-2015-115938,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,43.04,8,21.0896
CA-2015-115938,Office Star - Contemporary Task Swivel Chair,Furniture,332.94,3,79.9056
CA-2016-105256,Cisco Unified IP Phone 7945G VoIP phone,Technology,1363.96,5,85.2475
CA-2014-156433,Avery 499,Office Supplies,9.96,2,4.5816
CA-2014-156433,"Wirebound Message Book, 4 per Page",Office Supplies,21.72,4,10.6428
CA-2017-151428,Avery Durable Binders,Office Supplies,20.16,7,9.8784
CA-2015-124653,Xerox 1887,Office Supplies,132.79,7,63.7392
CA-2015-124653,Xerox 1967,Office Supplies,12.96,2,6.2208
CA-2015-124653,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,21.56,7,10.3488
CA-2015-101910,"Situations Contoured Folding Chairs, 4/Set",Furniture,283.92,5,17.745
CA-2017-105809,"Executive Impressions 14"" Contract Wall Clock",Furniture,22.23,1,7.3359
CA-2017-105809,Logitech Mobile Speakerphone P710e - speaker phone,Technology,215.968,2,18.8972
CA-2016-136133,Belkin 7 Outlet SurgeMaster II,Office Supplies,355.32,9,99.4896
CA-2016-115504,Xerox 218,Office Supplies,12.96,2,6.2208
CA-2017-135783,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,18.28,2,6.2152
CA-2014-134313,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,43.176,3,4.3176
CA-2014-134313,ClearOne CHATAttach 160 - speaker phone,Technology,1983.968,4,247.996
CA-2015-140921,Coloredge Poster Frame,Furniture,28.4,2,11.076
CA-2015-140921,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,149.97,3,50.9898
CA-2014-151995,Newell 32,Office Supplies,11.52,4,3.2256
CA-2014-151995,"Bevis Round Bullnose 29"" High Table Top",Furniture,1298.55,5,311.652
CA-2014-151995,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,213.92,4,62.0368
CA-2014-151995,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,25.78,2,2.578
CA-2017-143686,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,18.28,2,6.2152
CA-2017-143686,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,1399.93,7,601.9699
CA-2015-106565,Xerox 205,Office Supplies,51.84,8,24.8832
CA-2016-149370,Xerox 1968,Office Supplies,5.344,1,1.8704
CA-2014-140858,Xerox 1995,Office Supplies,41.472,8,14.5152
CA-2014-140858,Self-Adhesive Ring Binder Labels,Office Supplies,3.168,3,-2.4288
CA-2014-140858,Global Leather Executive Chair,Furniture,1228.465,5,0
CA-2014-140858,GBC Recycled Grain Textured Covers,Office Supplies,31.086,3,-22.7964
CA-2014-140858,Xerox 1941,Office Supplies,335.52,4,117.432
CA-2017-101434,Razer Kraken PRO Over Ear PC and Music Headset,Technology,239.97,3,71.991
CA-2017-101434,Avery 508,Office Supplies,9.82,2,4.8118
US-2014-102071,Kingston Digital DataTraveler 32GB USB 2.0,Technology,67.8,4,4.068
US-2014-102071,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,167.97,3,40.3128
CA-2017-126956,Advantus Plastic Paper Clips,Office Supplies,35,7,16.8
CA-2017-126956,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,37.24,4,10.7996
CA-2017-126956,Security-Tint Envelopes,Office Supplies,15.28,2,7.4872
CA-2017-129462,"Global Airflow Leather Mesh Back Chair, Black",Furniture,301.96,2,90.588
CA-2017-129462,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Office Supplies,180.66,3,50.5848
CA-2017-129462,Pyle PMP37LED,Technology,191.98,2,51.8346
CA-2017-129462,Clarity 53712,Technology,65.99,1,17.1574
CA-2016-165316,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,35.216,2,2.6412
CA-2016-165316,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,23.696,2,6.5164
CA-2016-165316,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,265.475,1,-111.4995
US-2014-115987,GBC ProClick Punch Binding System,Office Supplies,51.184,4,-79.3352
US-2017-156083,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,9.664,2,3.2616
US-2016-137547,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,21.072,3,1.5804
CA-2015-100454,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,60.45,3,16.3215
CA-2015-100454,Newell 335,Office Supplies,11.52,4,3.3408
CA-2015-100454,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,186.048,4,9.3024
CA-2016-161669,Fellowes Binding Cases,Office Supplies,37.44,4,11.7
CA-2016-161669,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,26.976,4,8.7672
CA-2016-161669,Acme Preferred Stainless Steel Scissors,Office Supplies,11.36,2,3.2944
CA-2016-161669,Avery 486,Office Supplies,14.62,2,6.8714
CA-2015-114300,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,83.72,7,23.4416
CA-2015-114300,Global Deluxe Office Fabric Chairs,Furniture,287.94,3,77.7438
CA-2017-107503,"Linden 10"" Round Wall Clock, Black",Furniture,48.896,4,8.5568
CA-2014-107755,Maxell DVD-RAM Discs,Technology,115.36,7,49.6048
CA-2016-152534,DIXON Oriole Pencils,Office Supplies,5.16,2,1.3416
CA-2016-152534,Xerox 202,Office Supplies,38.88,6,18.6624
CA-2016-113747,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,185.88,6,50.1876
CA-2016-123274,"Executive Impressions 14"" Contract Wall Clock",Furniture,44.46,2,14.6718
CA-2016-123274,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,242.94,3,9.7176
CA-2014-125612,Xerox 1884,Office Supplies,39.96,2,18.7812
CA-2014-125612,Acme Box Cutter Scissors,Office Supplies,102.3,10,26.598
CA-2014-125612,Staple magnet,Office Supplies,21.36,2,5.7672
CA-2017-161984,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",Office Supplies,7.61,1,3.5767
CA-2017-161984,OIC Binder Clips,Office Supplies,7.16,2,3.58
CA-2014-133851,Staple remover,Office Supplies,7.36,2,0.1472
CA-2014-133851,Deluxe Chalkboard Eraser Cleaner,Office Supplies,23.1,2,10.626
CA-2016-134474,Logitech MX Performance Wireless Mouse,Technology,191.472,6,40.6878
CA-2016-134474,Newell 337,Office Supplies,5.248,2,0.5904
CA-2016-134474,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,59.184,2,5.1786
CA-2014-149020,Avery 482,Office Supplies,2.89,1,1.3583
CA-2014-149020,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,51.94,1,21.2954
CA-2016-134362,Avery 483,Office Supplies,15.936,4,5.1792
CA-2014-136742,Large Capacity Hanging Post Binders,Office Supplies,44.91,6,-35.928
CA-2016-158099,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,1141.47,5,-760.98
CA-2016-158099,Cisco SPA301,Technology,280.782,3,-46.797
CA-2015-131128,Southworth 100% Cotton The Best Paper,Office Supplies,34.44,3,17.22
CA-2014-148488,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Office Supplies,11.36,2,5.2256
CA-2014-148488,Poly Designer Cover & Back,Office Supplies,106.344,7,37.2204
CA-2017-114636,Xerox 1910,Office Supplies,192.16,5,67.256
CA-2016-116736,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,322.59,3,64.518
CA-2016-116736,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,29.99,1,13.1956
CA-2016-116736,Logitech G19 Programmable Gaming Keyboard,Technology,371.97,3,66.9546
US-2014-158638,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,5.892,4,-4.1244
CA-2017-111689,Lock-Up Easel 'Spel-Binder',Office Supplies,68.472,3,23.1093
CA-2017-111689,SAFCO Arco Folding Chair,Furniture,1242.9,5,262.39
CA-2015-129098,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,30.84,2,8.3268
US-2017-123463,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,13.48,4,5.9312
CA-2016-165148,Eldon 200 Class Desk Accessories,Furniture,31.4,5,10.048
CA-2014-134061,Dax Clear Box Frame,Furniture,17.46,2,5.9364
CA-2015-143602,Fellowes Black Plastic Comb Bindings,Office Supplies,13.944,3,4.5318
CA-2017-115364,Eldon Shelf Savers Cubes and Bins,Office Supplies,83.76,12,1.6752
CA-2017-150707,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,37.66,7,18.4534
CA-2014-104976,Xerox 1987,Office Supplies,34.68,6,16.9932
CA-2017-132934,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand,Technology,149.95,5,14.995
CA-2017-132934,Acco D-Ring Binder w/DublLock,Office Supplies,51.312,3,18.6006
CA-2017-133256,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,4.54,1,2.043
CA-2017-133256,Fluorescent Highlighters by Dixon,Office Supplies,15.92,4,5.4128
CA-2017-133256,Nortel Networks T7316 E Nt8 B27,Technology,543.92,8,135.98
CA-2016-105494,File Shuttle I and Handi-File,Office Supplies,155.82,7,42.0714
CA-2016-105494,Binding Machine Supplies,Office Supplies,70.008,3,24.5028
CA-2016-140634,Staple envelope,Office Supplies,15.648,2,5.0856
CA-2014-144407,Alphabetical Labels for Top Tab Filing,Office Supplies,103.6,7,51.8
CA-2017-160983,Things To Do Today Pad,Office Supplies,46.96,8,22.5408
US-2016-114622,Wilson Jones Hanging Recycled Pressboard Data Binders,Office Supplies,8.904,2,-6.5296
CA-2017-150959,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Office Supplies,10.44,5,3.393
CA-2017-150959,Deluxe Heavy-Duty Vinyl Round Ring Binder,Office Supplies,18.336,4,-32.088
CA-2017-132353,Avaya 5420 Digital phone,Technology,323.976,3,20.2485
CA-2016-130477,Xerox 1923,Office Supplies,20.04,3,9.6192
CA-2016-130477,Fellowes Neat Ideas Storage Cubes,Office Supplies,64.96,2,2.5984
CA-2016-130477,Xerox 1931,Office Supplies,12.96,2,6.2208
CA-2017-143259,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,323.136,4,12.1176
CA-2017-143259,Gear Head AU3700S Headset,Technology,90.93,7,2.7279
CA-2017-143259,Wilson Jones Legal Size Ring Binders,Office Supplies,52.776,3,19.791
CA-2017-137596,Polycom CX600 IP Phone VoIP phone,Technology,1199.8,4,323.946
CA-2017-137596,Maxell iVDR EX 500GB Cartridge,Technology,1928.78,7,829.3754
CA-2017-137596,Fellowes High-Stak Drawer Files,Office Supplies,352.38,2,81.0474
CA-2015-133627,3M Hangers With Command Adhesive,Furniture,22.2,6,9.102
CA-2017-102519,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,46.94,1,19.2454
CA-2017-102519,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,143.73,9,56.0547
US-2014-141215,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,99.918,2,-18.5562
US-2014-141215,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,797.944,4,-56.996
US-2014-141215,Avery Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,8.568,3,-14.5656
CA-2016-165218,Cameo Buff Policy Envelopes,Office Supplies,149.352,3,50.4063
CA-2016-165218,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,12.992,1,-0.812
CA-2014-138296,Recycled Eldon Regeneration Jumbo File,Office Supplies,24.56,2,6.8768
CA-2015-111164,Maxell 4.7GB DVD-R,Technology,85.14,3,34.9074
CA-2015-111164,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,21.99,1,10.5552
CA-2015-111164,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,406.6,5,113.848
CA-2016-149797,GBC DocuBind 300 Electric Binding Machine,Office Supplies,841.568,2,294.5488
CA-2014-132962,Xerox 1985,Office Supplies,15.552,3,5.4432
CA-2014-132962,Hypercom P1300 Pinpad,Technology,252,5,53.55
CA-2015-115091,Newell 324,Office Supplies,46.2,4,12.936
CA-2015-115091,Holmes Odor Grabber,Office Supplies,28.84,2,9.5172
CA-2017-144932,Zebra Zazzle Fluorescent Highlighters,Office Supplies,14.592,3,2.5536
CA-2017-144932,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,89.856,3,21.3408
CA-2017-144932,Xerox 196,Office Supplies,13.872,3,5.0286
CA-2017-114216,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,12.192,3,4.1148
CA-2016-140081,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,45.056,8,15.2064
CA-2016-140081,JM Magazine Binder,Office Supplies,29.718,6,-21.7932
CA-2016-140081,Xerox 202,Office Supplies,15.552,3,5.4432
CA-2016-140081,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Supplies,447.696,2,33.5772
US-2017-111745,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,159.99,1,54.3966
CA-2015-148250,Xerox 213,Office Supplies,12.96,2,6.2208
CA-2015-148250,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Office Supplies,134.48,4,34.9648
CA-2016-105760,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,17.12,2,8.0464
CA-2016-142958,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Office Supplies,6.096,2,2.2098
CA-2016-142958,Bretford CR4500 Series Slim Rectangular Table,Furniture,1114.272,4,41.7852
CA-2015-120880,Xerox 1894,Office Supplies,32.4,5,15.552
CA-2015-120880,Standard Rollaway File with Lock,Office Supplies,540.57,3,140.5482
CA-2015-120880,"Avery Trapezoid Extra Heavy Duty 4"" Binders",Office Supplies,167.76,5,62.91
US-2015-140200,Bevis Boat-Shaped Conference Table,Furniture,393.165,3,-204.4458
US-2017-110576,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,516.488,7,-12.9122
US-2017-110576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,1007.232,6,75.5424
US-2017-110576,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Furniture,2065.32,12,-619.596
US-2017-110576,Xerox 210,Office Supplies,15.552,3,5.4432
US-2017-110576,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,25.344,6,7.92
CA-2017-131156,Staple-based wall hangings,Furniture,25.472,4,7.6416
CA-2017-136539,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,27.168,2,2.7168
CA-2017-136539,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,78.8528,2,-11.596
CA-2017-119305,Home/Office Personal File Carts,Office Supplies,173.8,5,43.45
CA-2017-102414,"Logitech B530 USB Headset - headset - Full size, Binaural",Technology,29.592,1,2.5893
CA-2017-102414,Avery Durable Slant Ring Binders,Office Supplies,4.752,2,-3.168
CA-2017-102414,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",Office Supplies,15.552,3,5.6376
CA-2015-112571,Luxo Professional Combination Clamp-On Lamps,Furniture,204.6,2,53.196
CA-2017-152142,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,321.568,2,28.1372
CA-2015-160059,Zipper Ring Binder Pockets,Office Supplies,6.24,2,3.0576
CA-2016-120859,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,21.88,2,10.94
CA-2014-127488,Avery File Folder Labels,Office Supplies,4.608,2,1.6704
CA-2017-135279,Color-Coded Legal Exhibit Labels,Office Supplies,9.82,2,4.8118
CA-2017-135279,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,35.97,3,9.7119
CA-2017-135279,Xerox 212,Office Supplies,12.96,2,6.2208
CA-2017-135279,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,191.6,4,91.968
CA-2017-135279,Avery File Folder Labels,Office Supplies,8.64,3,4.2336
CA-2017-135279,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Office Supplies,501.81,3,0
CA-2014-115791,DAX Black Cherry Wood-Tone Poster Frame,Furniture,127.104,6,28.5984
CA-2014-115791,AT&T 841000 Phone,Technology,124.2,3,-31.05
CA-2014-115791,GBC Linen Binding Covers,Office Supplies,18.588,2,-13.6312
CA-2014-115791,Round Specialty Laser Printer Labels,Office Supplies,30.072,3,10.1493
US-2017-103247,Motorola HK250 Universal Bluetooth Headset,Technology,160.93,7,3.2186
US-2017-103247,Tuf-Vin Binders,Office Supplies,75.792,3,25.5798
US-2017-100209,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,1.08,2,-0.792
CA-2017-159366,Lexmark MX611dhe Monochrome Laser Printer,Technology,3059.982,2,679.996
CA-2016-145499,Angle-D Ring Binders,Office Supplies,3.282,2,-2.6256
CA-2015-157035,Xerox 188,Office Supplies,34.02,3,16.6698
CA-2016-144939,Office Star - Contemporary Task Swivel Chair,Furniture,599.292,6,93.2232
CA-2014-163419,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,3.392,1,0.8056
CA-2014-163419,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,559.984,2,55.9984
CA-2014-163419,"Global Airflow Leather Mesh Back Chair, Black",Furniture,603.92,5,75.49
CA-2017-100314,Avery 499,Office Supplies,7.968,2,2.5896
CA-2017-100314,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,27.968,4,9.4392
CA-2017-100314,Wasp CCD Handheld Bar Code Reader,Technology,336.51,3,44.868
CA-2015-146829,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,1.112,2,-1.8904
CA-2017-167899,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,520.05,5,72.807
CA-2017-167899,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,17.97,3,5.2113
CA-2015-153549,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,1166.92,5,131.2785
CA-2016-110023,Cardinal EasyOpen D-Ring Binders,Office Supplies,14.624,2,5.484
CA-2016-105585,Advantus SlideClip Paper Clips,Office Supplies,10.23,3,4.9104
CA-2016-105585,Xerox 1979,Office Supplies,154.9,5,69.705
CA-2014-117639,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,2715.93,7,1276.4871
CA-2014-117639,Plantronics Voyager Pro Legend,Technology,617.97,3,173.0316
CA-2015-162537,Laser & Ink Jet Business Envelopes,Office Supplies,10.67,1,4.9082
CA-2015-162537,Portable Personal File Box,Office Supplies,36.63,3,9.8901
CA-2015-162537,Magna Visual Magnetic Picture Hangers,Furniture,24.1,5,9.158
CA-2015-162537,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,33.11,7,12.9129
CA-2016-155488,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,44.02,2,11.4452
CA-2015-124891,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,2309.65,7,762.1845
CA-2015-124891,"Bevis Round Bullnose 29"" High Table Top",Furniture,1090.782,7,-290.8752
CA-2015-124891,Xerox 212,Office Supplies,19.44,3,9.3312
CA-2015-126445,Fellowes Super Stor/Drawer Files,Office Supplies,484.65,3,92.0835
CA-2015-111199,Xerox 1910,Office Supplies,115.296,3,40.3536
CA-2015-105312,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Office Supplies,7.08,3,2.478
CA-2015-105312,UniKeep View Case Binders,Office Supplies,4.401,3,-3.5208
US-2017-106705,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,44.75,5,20.585
CA-2017-135034,JBL Micro Wireless Portable Bluetooth Speaker,Technology,95.984,2,5.999
CA-2014-158540,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Furniture,151.72,4,27.3096
CA-2017-118437,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,155.25,3,46.575
CA-2017-118437,Project Tote Personal File,Office Supplies,14.03,1,4.0687
US-2015-126214,Bevis 36 x 72 Conference Tables,Furniture,1618.37,13,356.0414
US-2015-126214,Enermax Acrylux Wireless Keyboard,Technology,99.6,1,36.852
CA-2015-133025,Xerox 216,Office Supplies,32.4,5,15.552
CA-2015-108665,G.E. Halogen Desk Lamp Bulbs,Furniture,13.96,2,6.7008
CA-2015-108665,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,155.82,3,63.8862
CA-2015-108665,OtterBox Commuter Series Case - Samsung Galaxy S4,Technology,124.95,5,2.499
CA-2015-108665,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,601.65,5,156.429
CA-2015-124450,Staples in misc. colors,Office Supplies,22.74,3,8.8686
CA-2015-124450,Global Comet Stacking Arm Chair,Furniture,1267.53,3,316.8825
CA-2015-124450,Cisco SPA525G2 5-Line IP Phone,Technology,1379.92,8,648.5624
CA-2015-167269,Peel & Seel Envelopes,Office Supplies,6.208,2,2.1728
CA-2017-106964,GBC Plastic Binding Combs,Office Supplies,11.808,2,4.2804
CA-2016-126529,Xerox 2,Office Supplies,15.552,3,5.4432
CA-2016-126529,Xerox 1935,Office Supplies,63.312,3,20.5764
CA-2016-126529,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,15.588,2,-9.8724
CA-2014-163552,Easy-staple paper,Office Supplies,177.2,5,83.284
CA-2014-163552,Cisco SPA508G,Technology,197.97,3,57.4113
CA-2014-163552,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,854.94,3,213.735
CA-2014-163552,9-3/4 Diameter Round Wall Clock,Furniture,124.11,9,52.1262
CA-2014-163552,Avery 514,Office Supplies,14.4,5,7.056
CA-2016-109820,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,15.696,3,5.1012
CA-2016-109820,Acco 3-Hole Punch,Office Supplies,2.628,2,-1.9272
CA-2016-109820,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,14.427,3,-10.5798
CA-2016-113061,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,86.62,2,8.662
CA-2015-127418,Aluminum Screw Posts,Office Supplies,36.624,3,13.734
CA-2017-121818,Newell 336,Office Supplies,23.968,7,2.6964
CA-2017-121818,Staples in misc. colors,Office Supplies,28.728,3,1.7955
CA-2016-127670,Chromcraft Round Conference Tables,Furniture,697.16,4,146.4036
CA-2016-102981,Maxell 4.7GB DVD+RW 3/Pack,Technology,31.86,2,11.151
CA-2016-102981,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",Furniture,722.352,3,90.294
CA-2017-115651,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,8.84,5,2.9835
CA-2017-115651,Belkin F9S820V06 8 Outlet Surge,Office Supplies,58.464,9,-146.16
CA-2017-152702,"Global Stack Chair without Arms, Black",Furniture,254.604,14,-18.186
CA-2016-169103,Cisco Unified IP Phone 7945G VoIP phone,Technology,1363.96,5,85.2475
CA-2016-169103,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,102.36,3,-3.8385
CA-2014-139192,Plantronics HL10 Handset Lifter,Technology,1113.504,12,125.2692
CA-2014-139192,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,99.99,1,37.9962
US-2015-153500,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,168.464,2,-29.4812
US-2015-153500,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,6.72,2,2.436
US-2015-153500,"Howard Miller 12"" Round Wall Clock",Furniture,282.888,9,56.5776
CA-2015-110667,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,11.16,2,4.3524
CA-2015-110667,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,108.4,2,22.764
CA-2015-110667,GBC Prestige Therm-A-Bind Covers,Office Supplies,82.344,3,27.7911
CA-2015-110667,Avery Round Ring Poly Binders,Office Supplies,9.088,4,3.2944
CA-2017-167150,Avery Hole Reinforcements,Office Supplies,19.936,4,7.2268
CA-2017-167150,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,65.568,2,22.9488
CA-2016-105284,Stockwell Gold Paper Clips,Office Supplies,4.416,3,1.6008
US-2015-125374,Global Deluxe Steno Chair,Furniture,107.772,2,-29.2524
CA-2015-161263,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,45.216,3,4.5216
CA-2015-161263,"Super Bands, 12/Pack",Office Supplies,10.416,7,-2.2134
CA-2015-161263,Crayola Colored Pencils,Office Supplies,7.872,3,1.2792
CA-2015-161263,Plantronics 81402,Technology,118.782,3,-27.7158
CA-2015-161263,Assorted Color Push Pins,Office Supplies,1.448,1,0.2353
